laptop_model,brand,price,num_votes,ratings,thickness,weight,warranty,screen_size,resolution_width,resolution_height,ppi,threads,ram,antiglare,aspect_ratio,touch_screen,cores,battery_capacity,battery_cell,hdmi,ethernet,multi_card_reader,thunderbolt,display_port,vga,backlit,fingerprint_sensor,inbuilt_microphone,usb2,usb3,typec,processor_gen,processor_brand,processor_model,graphics_brand,graphics_capacity,graphics_model,everyday_use,business,performance,gaming,hdd,ssd
Dell Alienware X16 Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win 11/ 16GB Graph),Dell,453490,99.0,4.35,0.0,2.72,1.0,16.0,3200.0,1800.0,229,20.0,32,1,0,0,14.0,90.0,6.0,1,1,0,1,0,0,1,0,1,,2.0,1.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,2048.0
MSI Creator Z17 HX Studio A13VGT-076IN Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ 8GB Graph),MSI,339990,80.0,4.1,19.0,2.49,3.0,17.0,2560.0,1600.0,178,,64,1,0,0,24.0,90.0,3.0,1,1,1,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i9,nvidia,8.0,rtx4070,0,0,1,0,,2048.0
Dell Inspiron 5425 Laptop (AMD Ryzen 75825U/ 16GB/ 512GB SSD/ Win11) 84 votes,Dell,67990,55.0,4.5,19.0,1.54,1.0,14.0,1920.0,1080.0,157,16.0,16,0,0,0,8.0,54.0,4.0,1,0,1,0,0,0,1,0,1,,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0
Dell Alienware X16 R1 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),Dell,323290,66.0,4.45,0.0,2.72,1.0,16.0,3200.0,1800.0,229,32.0,32,1,0,0,24.0,86.0,6.0,1,1,0,1,0,0,1,0,1,,2.0,1.0,13.0,intel,i9,nvidia,12.0,rtx4080,0,0,0,1,,1024.0
Dell Alienware m16 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),Dell,199990,69.0,4.3,0.0,3.23,1.0,16.0,1920.0,1200.0,216,16.0,16,1,16:9,0,8.0,86.0,6.0,1,1,1,1,1,0,1,0,1,,2.0,2.0,7.0,amd,5,nvidia,8.0,rtx4060,0,0,0,1,,1024.0
MSI Modern 15 B11M-061IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),MSI,39990,95.0,4.0,19.9,1.7,1.0,15.6,1920.0,1080.0,141,8.0,16,1,0,0,4.0,,3.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,11.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
MSI Prestige 14H B12UCX-412IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/Win11 Home/ 4GB Graphic),MSI,84990,56.0,4.7,17.9,1.49,2.0,14.0,1920.0,1200.0,170,16.0,16,1,16:10,0,12.0,72.0,4.0,1,0,0,0,0,0,1,1,1,,1.0,2.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
MSI Modern 15 B12M-612IN Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),MSI,36990,74.0,4.35,19.9,1.7,1.0,15.6,1920.0,1080.0,157,8.0,16,0,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0
MSI Modern 15 B12M-613IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),MSI,34990,82.0,4.15,19.9,1.7,1.0,15.6,1920.0,1080.0,157,8.0,8,0,0,0,6.0,53.8,3.0,1,0,0,0,0,0,1,0,1,2.0,1.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0
Gigabyte Aero 16 XE5 OLED Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Pro/ 8GB Graph),Gigabyte,189999,107.0,4.1,23.9,2.3,2.0,16.0,3840.0,2400.0,141,20.0,16,1,0,0,14.0,99.0,,0,0,0,1,0,0,1,0,1,,,3.0,12.0,intel,i7,nvidia,8.0,Integrated,0,0,0,1,,1024.0
Dell Alienware M18 R1 2023 Gaming Laptop (13th Gen Core i9/ 64GB/ 1TB SSD/ Win 11/ 16GB Graph),Dell,446390,106.0,3.95,0.0,2.72,1.0,18.0,3200.0,1800.0,204,32.0,64,1,0,0,24.0,97.0,6.0,1,1,0,1,0,0,1,0,1,,2.0,2.0,13.0,intel,i9,nvidia,16.0,rtx4090,0,0,0,1,,1024.0
Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,73990,64.0,4.6,0.0,,3.0,13.3,1920.0,1200.0,170,12.0,16,0,0,1,6.0,59.0,4.0,1,0,0,0,0,0,1,1,1,,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0
Lenovo IdeaPad Flex 5 82R900D9IN Laptop (AMD Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,66500,74.0,4.7,17.9,1.55,1.0,14.0,1920.0,1200.0,162,16.0,16,1,0,1,8.0,52.5,,1,0,1,0,0,0,1,1,1,,2.0,1.0,5.0,amd,5,amd,,Integrated,0,0,1,0,,512.0
Asus ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop (12th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),Asus,144990,83.0,4.15,22.3,2.0,1.0,16.0,2560.0,1600.0,189,20.0,16,1,16:10,0,14.0,90.0,4.0,1,1,0,1,0,0,1,0,1,,2.0,2.0,12.0,intel,i7,nvidia,6.0,rtx4050,0,0,0,1,,1024.0
HP 15s-fy5004TU Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),HP,43990,85.0,4.1,0.0,1.69,1.0,15.6,1920.0,1080.0,141,8.0,16,1,0,0,6.0,,3.0,1,0,1,0,0,0,0,0,1,,2.0,1.0,12.0,intel,i3,intel,,Integrated,0,0,1,0,,512.0
Asus Vivobook 16X 2023 K3605ZF-MBN543WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Asus,70990,107.0,4.6,18.9,1.8,1.0,16.0,1920.0,1200.0,142,12.0,16,1,16:10,0,8.0,50.0,3.0,1,0,1,0,0,0,1,1,1,,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
Lenovo IdeaPad Flex 5 82XX007KIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,64990,65.0,4.5,17.8,1.55,1.0,14.0,1920.0,1200.0,162,12.0,16,0,0,1,6.0,52.5,,1,0,1,0,0,0,1,1,1,,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0
Asus Vivobook Pro 15 M6500QC-LK542WS Laptop (AMD R5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,72990,69.0,4.7,19.9,1.8,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,6.0,50.0,3.0,1,0,0,0,0,0,1,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Acer Nitro 16 AN16-41 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 8GB/ 512GB SSD/ Win11 Home/ 8GB Graph),Acer,114990,70.0,4.3,27.9,2.8,1.0,16.0,1920.0,1200.0,142,16.0,8,1,16:10,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,1,1.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,1,0,0,0,,512.0
Dell Alienware m16 Gaming Laptop (AMD Ryzen 9 7845HX/ 32GB/ 2TB SSD/ Win 11/ 12GB Graph),Dell,302990,105.0,4.7,0.0,3.23,1.0,16.0,1920.0,1200.0,216,24.0,32,1,16:9,0,12.0,86.0,6.0,1,1,1,1,1,0,1,0,1,,2.0,2.0,7.0,amd,5,nvidia,12.0,rtx4080,0,0,0,1,,2048.0
Acer Nitro 16 AN16-41 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),Acer,129990,83.0,4.75,27.9,2.8,1.0,16.0,1920.0,1200.0,142,16.0,16,1,16:10,0,8.0,90.0,4.0,1,1,0,1,0,0,1,0,1,1.0,2.0,2.0,7.0,amd,7,nvidia,8.0,rtx4060,1,0,0,0,,512.0
Acer Aspire 5 15 A515-58M Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),Acer,57990,80.0,4.65,0.0,1.75,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,10.0,50.0,3.0,1,1,0,1,0,0,1,0,1,,2.0,1.0,13.0,intel,i5,nvidia,4.0,rtx2050,0,0,1,0,,512.0
LG Gram 14 2023 14Z90R-G.CH54A2 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),LG,98999,90.0,4.6,0.0,0.999,1.0,14.0,1200.0,1920.0,162,16.0,16,1,16:10,0,12.0,72.0,,1,0,0,1,0,0,1,1,1,,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
Dell Latitude 5420 Business Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Pro),Dell,69990,81.0,4.1,19.3,1.37,1.0,14.0,1920.0,1080.0,157,8.0,8,1,16:9,0,4.0,42.0,3.0,1,1,0,0,0,0,0,0,1,,2.0,2.0,10.0,intel,i5,intel,,Integrated,0,0,0,0,,512.0
Fujitsu UH-X 4ZR1L12857 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Fujitsu,79990,111.0,4.7,17.0,0.908,2.0,14.0,1920.0,1200.0,162,12.0,16,1,16:10,0,10.0,64.0,4.0,1,1,0,0,0,0,1,1,1,,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0
Fujitsu UH-X 4ZR1L12856 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Fujitsu,79990,110.0,4.0,17.0,0.908,2.0,14.0,1920.0,1200.0,162,16.0,16,1,16:10,0,12.0,64.0,4.0,1,1,0,0,0,0,1,1,1,,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,1,0,0,,512.0
HP ZBook Firefly 16 G9 2023 Workstation PC Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),HP,126800,67.0,4.1,0.0,,1.0,16.0,1920.0,1200.0,142,12.0,16,1,0,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,1,,2.0,2.0,12.0,intel,i5,nvidia,4.0,t550,1,0,0,0,,1024.0
Asus Vivobook Pro 15 M6500QC-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,81900,107.0,4.75,19.9,1.8,1.0,15.6,1920.0,1080.0,141,16.0,16,1,16:9,0,8.0,50.0,3.0,1,0,0,0,0,0,1,1,1,2.0,1.0,1.0,5.0,amd,5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
HP ZBook 2023 Firefly G9 14 Workstation Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),HP,131684,52.0,4.0,0.0,,1.0,14.0,1920.0,1200.0,142,12.0,16,1,0,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,1,,2.0,2.0,12.0,intel,i7,nvidia,4.0,t550,1,0,0,0,,512.0
HP ZBook Firefly 14 G9 2023 WUXGA Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 ),HP,125900,107.0,4.6,0.0,,1.0,14.0,1920.0,1200.0,162,12.0,16,1,0,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,1,,2.0,2.0,12.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0
HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),HP,32990,52.0,4.5,17.9,1.69,1.0,15.6,1366.0,768.0,112,4.0,8,0,0,0,4.0,41.0,3.0,1,0,1,0,0,0,0,0,1,,2.0,1.0,,intel,7,intel,,Integrated,0,0,1,0,,512.0
HP ZBook Firefly 16 G9 Workstation PC Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),HP,127790,105.0,4.3,19.9,1.8,1.0,16.0,1920.0,1200.0,142,12.0,16,1,0,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,1,,2.0,2.0,12.0,intel,i7,intel,,Integrated,1,0,0,0,,1024.0
HP ZBook Firefly 16 G9 2023 WUXGA Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),HP,113612,63.0,4.15,0.0,,1.0,16.0,1920.0,1200.0,142,12.0,16,1,0,0,10.0,51.0,3.0,1,0,0,0,0,0,1,1,1,,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0
HP ZBook Firefly 14 G9 2023 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,108625,62.0,4.4,0.0,,1.0,14.0,1920.0,1200.0,162,16.0,16,1,0,0,12.0,51.0,3.0,1,0,0,0,0,0,1,1,1,,2.0,2.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0
HP ZBook Studio G9 WUXGA 16 Workstation Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),HP,272709,82.0,4.2,19.0,1.73,1.0,16.0,,,283,20.0,32,1,0,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,1,,1.0,3.0,12.0,intel,i9,nvidia,16.0,rtx3080ti,0,1,0,0,,1024.0
HP ZBook Studio G9 16 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),HP,233498,72.0,4.2,19.0,1.73,1.0,16.0,3840.0,2400.0,283,20.0,32,1,0,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,1,,1.0,3.0,12.0,intel,i9,nvidia,6.0,rtx3060,0,1,0,0,,1024.0
HP ZBook Studio G9 2023 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),HP,390914,73.0,4.25,19.0,1.73,1.0,16.0,3840.0,2400.0,283,20.0,32,1,0,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,1,,1.0,3.0,12.0,intel,i9,nvidia,12.0,rtx3080ti,0,1,0,0,,1024.0
HP ZBook Studio G9 16 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),HP,230593,80.0,4.05,19.0,1.73,1.0,16.0,1920.0,1200.0,283,20.0,16,1,0,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,1,,1.0,3.0,12.0,intel,i7,nvidia,6.0,rtx3060,0,1,0,0,,1024.0
LG Gram 16 2023 16Z90R-G.CH78A2 Laptop (13th Gen Core i7/ 16GB/1TB SSD/ Win11),LG,128699,55.0,4.75,16.8,1.19,1.0,16.0,1600.0,2560.0,189,16.0,16,1,16:10,0,12.0,80.0,,1,0,0,1,0,0,1,1,1,,2.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0
HP ZBook Studio G9 Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),HP,278712,91.0,4.35,19.0,1.73,1.0,16.0,3840.0,2400.0,283,20.0,16,1,0,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,1,,1.0,3.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,1,0,0,,1024.0
Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),Lenovo,25490,91.0,4.45,0.0,1.3,1.0,11.6,1366.0,768.0,135,2.0,4,1,0,0,2.0,,2.0,1,0,1,0,0,0,0,0,1,,2.0,,,intel,7,intel,,Integrated,1,0,0,0,,256.0
Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Asus,119990,74.0,4.1,0.0,,1.0,14.0,2560.0,1600.0,216,16.0,16,1,16:10,0,8.0,,4.0,1,0,0,1,0,0,1,1,1,,2.0,2.0,6.0,amd,3,nvidia,6.0,rtx3050,0,0,0,1,,512.0
HP ZBook Studio G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),HP,239761,101.0,4.5,19.0,1.73,1.0,16.0,1920.0,1200.0,283,20.0,16,1,0,0,14.0,86.0,6.0,0,0,0,1,0,0,1,1,1,,1.0,3.0,12.0,intel,i7,nvidia,8.0,rtx3070ti,0,1,0,0,,1024.0
LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),LG,152499,63.0,4.45,16.95,1.48,1.0,16.0,1600.0,2560.0,189,16.0,16,0,16:10,1,12.0,80.0,,0,0,0,1,0,0,1,1,1,,1.0,2.0,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0
LG UltraPC 16 16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),LG,78299,94.0,4.05,16.3,1.6,1.0,16.0,1920.0,1200.0,142,12.0,16,1,16:10,1,6.0,72.0,,1,0,0,0,0,0,1,1,1,,2.0,1.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0
HP Chromebook 15a-nb0002TU Laptop ( Intel Core i3-N305/ 8GB/ 256GB eMMC/ Chrome OS),HP,50990,83.0,4.6,18.1,1.69,1.0,15.6,1366.0,768.0,100,8.0,8,1,0,0,,47.0,2.0,0,0,0,0,0,0,0,0,1,,1.0,2.0,,intel,i3,intel,,Integrated,0,0,1,0,,256.0
Lenovo IdeaPad Slim 3i 82RK00LXIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,56490,101.0,4.15,0.0,,1.0,15.6,1920.0,1080.0,134,12.0,16,1,0,0,10.0,45.0,3.0,1,0,1,0,0,0,0,0,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,0,1,0,0,,512.0
Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Acer,69990,105.0,4.2,26.9,2.5,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,8.0,57.5,4.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,63990,105.0,4.55,19.9,1.7,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),Asus,114990,111.0,4.65,20.0,1.8,1.0,16.0,1920.0,1200.0,283,16.0,16,1,16:10,0,10.0,50.0,3.0,1,0,1,0,0,0,1,1,1,,2.0,1.0,12.0,intel,i7,nvidia,8.0,rtx4060,0,0,0,1,,512.0
HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),HP,27490,78.0,4.3,17.9,1.47,1.0,15.6,1366.0,768.0,100,4.0,8,0,0,0,2.0,41.0,3.0,1,1,1,0,0,0,0,0,1,,2.0,1.0,3.0,amd,3,amd,,Integrated,1,0,0,0,,512.0
Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),Dell,60210,108.0,4.15,19.5,1.59,1.0,14.0,1920.0,1200.0,141,12.0,8,1,16:10,0,10.0,54.0,4.0,1,0,1,0,0,0,1,1,1,,2.0,1.0,13.0,intel,i5,intel,,Integrated,1,0,0,0,,1024.0
HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,102990,54.0,4.25,23.9,2.32,1.0,16.1,2560.0,1440.0,182,12.0,16,1,0,0,8.0,,6.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
HP Omen 16-wd0990TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),HP,109999,111.0,4.6,23.9,2.32,1.0,16.1,2560.0,1440.0,182,12.0,16,1,16:9,0,8.0,83.0,6.0,1,1,0,0,0,0,1,0,1,,3.0,1.0,13.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),Infinix,71990,119.0,4.5,16.95,1.8,1.0,15.6,1920.0,1080.0,141,20.0,32,0,0,0,14.0,70.0,,1,0,0,0,0,0,1,1,1,2.0,2.0,,13.0,intel,i7,intel,,Integrated,0,0,1,0,,1024.0
Infinix INBook Y1 Plus Neo 2023 XL30 Laptop (Intel Celeron N5100/ 4GB/ 128GB SSD/ Win 11 Home),Infinix,19990,1047.0,4.1,18.15,1.76,1.0,15.6,1920.0,1080.0,141,4.0,4,1,0,0,4.0,40.0,,1,0,0,0,0,0,1,0,1,,2.0,2.0,11.0,intel,5,intel,,Integrated,0,0,1,0,,128.0
Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Lenovo,56990,70.0,4.4,0.0,1.5,2.0,14.0,1920.0,1080.0,157,12.0,8,1,0,0,10.0,45.0,3.0,1,0,0,0,0,0,1,1,1,1.0,1.0,1.0,12.0,intel,i5,intel,,Integrated,1,0,0,0,,512.0
Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),Lenovo,23990,118.0,4.3,17.9,1.3,1.0,14.0,1366.0,768.0,135,2.0,8,1,16:9,0,2.0,,,1,0,1,0,0,0,0,0,1,,2.0,1.0,4.0,intel,7,intel,,Integrated,0,0,1,0,,256.0
MSI Thin GF63 11SC-1462IN Gaming Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,57990,184.0,4.2,0.0,1.86,2.0,15.6,1920.0,1080.0,141,16.0,16,1,0,0,8.0,,3.0,1,1,0,1,0,0,1,0,1,,3.0,1.0,11.0,intel,i7,nvidia,4.0,gtx1650,0,0,1,0,,512.0
Lenovo ThinkPad T14 Gen 2 20W0S16Q00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),Lenovo,130800,106.0,4.05,18.0,1.53,1.0,14.0,1920.0,1080.0,157,8.0,16,1,16:9,0,4.0,,3.0,1,1,0,1,0,0,1,0,1,,2.0,1.0,11.0,intel,i7,nvidia,2.0,mx450,0,1,0,0,,512.0
MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,75990,96.0,4.05,0.0,,2.0,15.6,1920.0,1080.0,141,12.0,16,1,0,0,8.0,,3.0,1,1,0,0,0,0,1,0,1,1.0,2.0,1.0,12.0,intel,i5,nvidia,4.0,rtx3050,0,0,0,1,,512.0
Lenovo ThinkPad E14 21JRS00Y00 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,44990,59.0,4.05,0.0,1.41,1.0,14.0,1920.0,1200.0,157,8.0,8,1,16:9,0,4.0,45.0,3.0,1,1,0,0,0,0,1,1,1,,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0
Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,94990,75.0,4.3,20.0,1.8,1.0,16.0,1920.0,1200.0,283,12.0,16,1,16:10,0,8.0,63.0,3.0,1,0,1,0,0,0,1,1,1,,2.0,1.0,12.0,intel,i5,nvidia,6.0,rtx4050,0,0,0,1,,512.0
Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,73990,76.0,4.55,0.0,1.7,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,10.0,50.0,,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Asus,63990,86.0,4.15,19.9,1.7,1.0,15.6,1920.0,1080.0,141,12.0,16,1,16:9,0,10.0,42.0,3.0,1,0,0,0,0,0,1,1,1,1.0,2.0,1.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,57990,4046.0,4.3,24.2,2.25,1.0,15.6,1920.0,1080.0,141,8.0,16,1,16:9,0,4.0,,3.0,1,1,0,0,0,0,1,0,1,,2.0,1.0,11.0,intel,i5,nvidia,4.0,gtx1650,0,0,0,1,,512.0
Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,54990,113.0,4.05,0.0,1.41,1.0,14.0,1920.0,1200.0,157,12.0,8,1,16:9,0,6.0,45.0,3.0,1,1,0,0,0,0,1,1,1,,2.0,2.0,7.0,amd,3,amd,,Integrated,1,0,0,0,,512.0
HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),HP,87680,89.0,4.25,18.4,2.14,1.0,15.6,1920.0,1080.0,141,16.0,16,0,0,1,8.0,55.0,4.0,1,0,1,0,0,0,1,0,1,,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0
HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),HP,79490,66.0,4.5,18.4,2.14,1.0,15.6,1920.0,1080.0,141,12.0,16,0,0,1,6.0,55.0,4.0,1,0,1,0,0,0,1,0,1,,2.0,2.0,7.0,amd,3,amd,,Integrated,0,0,1,0,,512.0
HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,96990,74.0,4.6,18.4,2.14,1.0,15.6,1920.0,1080.0,141,12.0,16,0,0,1,10.0,55.0,4.0,1,0,1,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,88680,106.0,4.1,18.4,2.14,1.0,15.6,1920.0,1080.0,141,12.0,16,0,0,1,10.0,55.0,4.0,1,0,1,0,0,0,1,0,1,,2.0,2.0,13.0,intel,i5,intel,,Integrated,0,0,1,0,,512.0
